,document_title,question_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,yes_no_answer
581,['Baba (name)'],['what is the meaning of the name baba'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
582,['State of the Union'],['who sits in front of president during state of the union'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
583,['Patient Self-Determination Act'],['the patient self-determination act of 1990 states that advance directives'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
584,['The Goal (novel)'],['critique the goal as an operations management text and as a teaching tool for the workplace'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
585,"[""Bobby's Girl (song)""]",['who sang i want to be bobbys girl'],", Marcie Blane",", Marcie Blane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
586,['Three-point field goal'],['when did the nba add the three point line'],the 1979 -- 80 season,the 1979 -- 80,In the 1979 -- 80 season,the 1979 -- 80 season,<P> In the 1979 -- 80 season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
587,['Cone cell'],['where are the cones in the eye located'],cells in the retina,packed in the fovea centralis,cells in the retina,"packed in the fovea centralis , a 0.3 mm diameter rod - free area",in the retina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
588,['Puerto Rico Electric Power Authority'],"[""where does puerto rico's power come from""]",The Puerto Rico Electric Power Authority ( PREPA ),The Puerto Rico Electric Power Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
589,['Olive Garden'],['where did the name olive garden come from'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
590,['Half-mast'],['when should flags be flown at half staff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
591,['Uranus'],['seasonal variations over a full uranian year at a particular point on uranus would'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
592,['Gut flora'],['what is the role of the gut flora'],"host by fermenting dietary fiber into short - chain fatty acids ( SCFAs ) , such as acetic acid and butyric acid , which are then absorbed by the host","in synthesizing vitamin B and vitamin K as well as metabolizing bile acids , sterols , and xenobiotics",appears to function like an endocrine organ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
593,"[""Bacon's Rebellion""]","[""what were the some of the causes for bacon's rebellion""]",". The colony 's dismissive policy as it related to the political challenges of its western frontier , along with other challenges including leaving Bacon out of his inner circle , refusing to allow Bacon to be a part of his fur trade with the Indians , and Doeg American Indian attacks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
594,['Great Tang Records on the Western Regions'],['great tang dynasty record of the western regions'],is a narrative of Xuanzang 's nineteen - year journey from Chang'an in central China to the Western Regions of Chinese historiography,is a narrative of Xuanzang 's nineteen - year journey from Chang'an in central China to the Western Regions of Chinese historiography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
595,['Seven gifts of the Holy Spirit'],['name and define the seven gifts of the holy spirit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
596,['El Pollo Loco'],['who is the founder of el pollo loco'],by Juan Francisco Ochoa,by Juan Francisco Ochoa,by Juan Francisco Ochoa,by Juan Francisco Ochoa,by Juan Francisco Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
597,['Chuck steak'],['where does a chuck eye steak come from'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
598,['Vikings (season 5)'],['when does the second half of vikings season 5 air'],premiere in 2018,in 2018,in 2018,premiere in 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
599,['Connective tissue'],['where is connective tissue found in the body'],in between other tissues everywhere in the body,"found in between other tissues everywhere in the body , including the nervous system",in between other tissues everywhere in the body,"found in between other tissues everywhere in the body , including the nervous system","found in between other tissues everywhere in the body , including the nervous system",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
600,['Crisis of the Late Middle Ages'],['why was the great schism important in the decline of medieval europe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
601,['Pineapple'],['where do pineapples come from in the world'],", Costa Rica , Brazil , and the Philippines",<Td> Costa Rica,<Td> Brazil,<Td> Philippines,<Td> Thailand,<Td> India,<Td> Indonesia,", Costa Rica",", Brazil",and the Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
602,"[""April Fools' Day""]",['when does april fools day end at noon'],of April 1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
603,['Thank You for Your Service (2017 film)'],['where is thank you for your service based'],"of Fort Riley , Kansas","of Fort Riley , Kansas",to Kansas,"to the vicinity of Fort Riley , Kansas","of Fort Riley , Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
604,['Action Jackson (2014 film)'],['new movie of ajay devgan and sonakshi sinha'],<P> Action Jackson,<P> Action Jackson,<P> Action Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
605,['Sun'],['what stage of the star life cycle is the sun in'],is about halfway through its main - sequence stage,is about halfway through its main - sequence stage,is about halfway through its main - sequence stage,is roughly halfway through the most stable part of its life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
606,['On My Block (TV series)'],['who plays cesar in the show on my block'],<Li> Diego Tinoco,<Li> Diego Tinoco,<Li> Diego Tinoco,<Li> Diego Tinoco,<Li> Diego Tinoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
607,['List of National Basketball Association career 3-point scoring leaders'],['what nba player has scored the most 3 pointers'],Ray Ray Allen,Ray Ray Allen,Ray Ray Allen,Ray Ray Allen,Ray Ray Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
608,['Passive transport'],['which of these is best description of passive transport'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
609,['Umbrella'],['what was the ancient chinese umbrella used for'],was often linked to high - ranking ( though not necessarily royalty ) in China,as a defense against rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
610,['Statue of Liberty'],['when was the statue of liberty in france built'],to Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
611,['Winter Olympic Games'],['how many times have the winter olympics been in the usa since 1924'],held four,held four,in 1932,", 1960",", 1980",and 2002,held four,held four times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
612,"[""I'll Sleep When I'm Dead""]","[""who sings i'll sleep when i'm dead""]",from Warren Zevon,( Bon Jovi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
613,['City and Guilds of London Institute'],['what level is a city and guilds qualification'],cover entry level to level 7,cover entry level to level 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
614,['Hooked on a Feeling'],['who sings the song hooked on a feeling'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
615,['2018 Winter Olympics medal table'],['who won the medals in 2018 winter olympics'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
616,['Crowne Plaza'],['who owns the crown plaza hotel in chicago illinois'],the InterContinental Hotels Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
617,['Ice hockey at the 2018 Winter Olympics'],['when does mens hockey start in the olympics'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
618,['Rock Band (video game)'],['who was the first rock band to have a video game made featuring their music and images'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
619,['Intermountain West'],['where is the intermountain region located on a map'],located between the front ranges of the Rocky Mountains on the east and the Cascade Range and Sierra Nevada on the west,located between the front ranges of the Rocky Mountains on the east and the Cascade Range and Sierra Nevada on the west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
620,['The Second Coming (poem)'],['what rough beast its hour come at last slouches towards bethlehem to be born'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
621,"[""A Doll's House""]",['what is the setting of a dolls house'],in a Norwegian town circa 1879,in a Norwegian town circa 1879,in a Norwegian town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
622,['Supreme Court of India'],['how are the chief justice and other judges of the supreme court appointed'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
623,['Diana Rigg'],['who plays the grandmother in game of thrones'],", Rigg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
624,['NBA regular season records'],"[""what's the nba record for most points in a half""]",<Li> 59,"<Li> 59 by Wilt Chamberlain , Philadelphia Warriors",<Li> 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
625,['The Ten Commandments (1956 film)'],['who played the king in the ten commandments'],<Li> Woodrow Strode,", Yul Brynner",<Li> Woodrow Strode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
626,['Team sport'],['a game with two teams of 11 members'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
627,['Fireworks'],['who buys the most fireworks in the world'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
628,['I Write Sins Not Tragedies'],['who is the original singer of i write sins not tragedies'],band Panic ! at the Disco,band Panic ! at the Disco,by American rock band Panic ! at the Disco,band Panic ! at the Disco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
629,['Las Vegas Stadium'],['where is the new stadium being built in las vegas'],"located on about 62 acres west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15","acres west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15","in Paradise , Nevada","on about 62 acres west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15","construction in Paradise , Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
630,['Brain size'],['what is the approximate volume of the brain'],an average adult brain volume of 1260 cubic centimeters ( cm ) for men and 1130 cm for women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
631,['List of To Kill a Mockingbird characters'],['name of black man in to kill a mockingbird'],<P> Thomas `` Tom '' Robinson,<P> Thomas `` Tom '' Robinson,<P> Thomas `` Tom '' Robinson,<P> Thomas `` Tom '' Robinson,represent Tom Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
632,['Epithelium'],['name the tissue type of the inner most layer of cells'],<P> Epithelium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
633,['Expenditures in the United States federal budget'],['where is the bulk of medicaid funds spent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
634,['Ship prefix'],['what does ss stand for on naval ships'],<Td> Single - screw Steamship,making `` United States Ship '' ( USS ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
635,['The Most Beautiful Girl in the World (Prince song)'],['the most beautiful girl in the world meaning'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
636,['Santa Fe Trail'],['where did the santa fe trail take emigrants'],"that connected Independence , Missouri with Santa Fe , New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
637,['Panama Canal locks'],['which locks are located on the north end of the panama canal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
638,['1909 in the United States'],['where was the american flag placed in 1909'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
639,['Knife legislation'],['can you carry a pocket knife in canada'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
640,['Democratic Party (United States)'],['what is one of the main goal of the democratic party'],"advocates social and economic equality , along with the welfare state",and economic equality,and economic equality,advocates social and economic equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
641,['Augusten Burroughs'],['where does the last name agustin come from'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
642,['iPhone (1st generation)'],['when did the first iphone come out and how much was it'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
643,['Amorphous calcium phosphate'],['amorphous calcium phosphate and its application in dentistry'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
644,['Land of the Lost (1974 TV series)'],['who played chaka on land of the lost tv show'],-- Phillip Paley,-- Phillip Paley,-- Phillip Paley,-- Phillip Paley,-- Phillip Paley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
645,['Novichok agent'],['what is novichok and what does it do'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
646,"[""It Happened at the World's Fair""]",['where was it happened at the world fair filmed'],"in Seattle , Washington","in Seattle , Washington","in Seattle , Washington","in Seattle , Washington , site of the Century 21 Exposition , the 1962 World 's Fair","near Camarillo , California",<P> The Seattle Center,over the White River between Enumclaw and Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
647,['Period 3 element'],['select the name of the element that forms a 2+ ion with electron configuration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
648,['Weight-bearing'],['which level of weight bearing often comes with a set number of pounds'],<Li> Partial weight - bearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
649,"['Charleston, West Virginia']",['what river flows through charleston west virginia’s capital'],at the confluence of the Elk and Kanawha Rivers,the Kanawha River,the Elk,and Kanawha,of the Elk and Kanawha Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
650,['History of chocolate in Spain'],['where did chocolate originate the americas spain asia'],the Americas,of the Americas,of Mesoamerica,of Mesoamerica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
651,['Jai Ho (song)'],['who sings so come and dance with me jai ho'],from Sukhvinder Singh,", Mahalaxmi Iyer",and Vijay Prakash,singer Tanvi Shah,from Sukhvinder Singh,", Mahalaxmi Iyer",and Vijay Prakash,singer Tanvi Shah,from Sukhvinder Singh,", Mahalaxmi Iyer",and Vijay Prakash,singer Tanvi Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
652,"['Ring Out, Wild Bells']",['explanation of the poem ring out wild bells'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
653,['First-class citizen'],['who are the first class citizen of bangladesh'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
654,['Period (periodic table)'],['the elements in each period have the same number of'],of electron shells,of electron shells,of electron shells,of electron shells,of electron shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
655,['Thou shalt not take the name of the Lord thy God in vain'],"[""bible verse taking the lord's name in vain""]",. Exodus 20 : 7,. Exodus 20 : 7,. Exodus 20 : 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
656,['The Winds of Winter'],['when does book 6 of game of thrones release'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
657,['When Calls the Heart'],['who plays faith on when calls the heart'],<Li> Andrea Brooks,<Li> Andrea Brooks,<Li> Andrea Brooks,<Li> Andrea Brooks,<Li> Andrea Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
658,['Post-classical history'],['if you lived in china during the high middle ages you might have used'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
659,['Rickettsia'],['which of the following is caused by a member of the rickettsias'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
660,['4G'],['how do devices support multiple technologies such as wifi 3g and 4g'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
661,['List of most followed users on Instagram'],['who has most followers on instagram in world'],is Instagram 's own account,<Td> Selena Gomez,<Td> Selena Gomez,<Td> Instagram,is Instagram 's own account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
662,['Smoking age'],['how old do you have to be to smoke cigarettes in new york'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
663,['13 Going on 30'],['who plays chris grandy in 13 going on 30'],<Li> Jim Gaffigan,<Li> Jim Gaffigan,<Li> Jim Gaffigan,<Li> Alex Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
664,['Sex and the City (season 5)'],['why only 8 episodes in satc season 5'],order due to Parker 's pregnancy at the time of filming,to Parker 's pregnancy at the time of filming,order due to Parker 's pregnancy at the time of filming,order due to Parker 's pregnancy at the time of filming,to Parker 's pregnancy at the time of filming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
665,['Sofia'],['of which country is sofia the capital city'],of Bulgaria,of Bulgaria,of Bulgaria,of Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
666,['The League of Extraordinary Gentlemen (film)'],['who played hyde in league of extraordinary gentlemen'],<Li> Jason Flemyng,<Li> Jason Flemyng,<Li> Jason Flemyng,<Li> Jason Flemyng,<Li> Jason Flemyng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
667,['Something New (How I Met Your Mother)'],['ted tells robin he is moving to chicago'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
668,['Rain shadow'],['rain shadows in mountainous areas are a result of'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
669,['Believe It or Not (song)'],"[""who could it be believe it or not it's just me""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
670,['Salaries of members of the United States Congress'],['what is the average salary for a us congressman'],"<Td> $174,000","<Td> $174,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
671,['Heart development'],['when does the heart develop and begin pumping blood'],"and in the human , beats spontaneously by week 4 of development",spontaneously by week 4 of development,spontaneously by week 4 of development,by week 4 of development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
672,['Dancing on Ice'],['where is dancing on ice filmed this year'],to a purpose - built studio at RAF Bovingdon,at RAF Bovingdon,at RAF Bovingdon,at RAF Bovingdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
